Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Health Plan,Firefox 59.0,,2018-04-18 13:10:09,2018-04-18 13:11:10,1m - 0.908s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Gender,Firefox 59.0,,2018-04-18 13:10:09,2018-04-18 13:10:19,9.813s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:10:10,2018-04-18 13:10:13,3.454s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:10:13,2018-04-18 13:10:14,1.345s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:14,2018-04-18 13:10:15,0.431s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:15,2018-04-18 13:10:17,1.799s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:17,2018-04-18 13:10:17,0.276s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:17,2018-04-18 13:10:17,0.270s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:17,2018-04-18 13:10:18,0.615s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:18,2018-04-18 13:10:18,0.289s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:18,2018-04-18 13:10:18,0.290s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:18,2018-04-18 13:10:19,0.528s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:10:19,2018-04-18 13:10:19,0.235s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Language,Firefox 59.0,"Spanish,\nChinese,\nRussian",2018-04-18 13:10:19,2018-04-18 13:10:32,13.081s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:10:19,2018-04-18 13:10:22,2.587s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:10:22,2018-04-18 13:10:23,0.955s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:23,2018-04-18 13:10:23,0.392s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:23,2018-04-18 13:10:25,1.740s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:25,2018-04-18 13:10:25,0.268s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:25,2018-04-18 13:10:28,2.556s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:28,2018-04-18 13:10:28,0.611s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:28,2018-04-18 13:10:29,0.280s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:29,2018-04-18 13:10:31,2.817s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:31,2018-04-18 13:10:32,0.541s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:32,2018-04-18 13:10:32,0.002s,NOT_RUN
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:32,2018-04-18 13:10:32,0.001s,NOT_RUN
click,Firefox 59.0,,2018-04-18 13:10:32,2018-04-18 13:10:32,0.001s,NOT_RUN
closeBrowser,Firefox 59.0,,2018-04-18 13:10:32,2018-04-18 13:10:32,0.218s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Wheelchair,Firefox 59.0,,2018-04-18 13:10:32,2018-04-18 13:10:40,7.484s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:10:32,2018-04-18 13:10:35,2.596s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:10:35,2018-04-18 13:10:36,1.097s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:36,2018-04-18 13:10:36,0.386s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:36,2018-04-18 13:10:38,1.719s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:38,2018-04-18 13:10:38,0.272s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:38,2018-04-18 13:10:39,0.246s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:39,2018-04-18 13:10:40,0.858s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:10:40,2018-04-18 13:10:40,0.201s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Facilities Only,Firefox 59.0,,2018-04-18 13:10:40,2018-04-18 13:10:47,7.342s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:10:40,2018-04-18 13:10:43,3.037s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:10:43,2018-04-18 13:10:44,0.973s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:44,2018-04-18 13:10:44,0.420s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:44,2018-04-18 13:10:46,1.684s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:46,2018-04-18 13:10:46,0.251s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:46,2018-04-18 13:10:47,0.668s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:10:47,2018-04-18 13:10:47,0.210s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Providers Only,Firefox 59.0,,2018-04-18 13:10:47,2018-04-18 13:10:56,8.899s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:10:47,2018-04-18 13:10:50,3.089s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:10:50,2018-04-18 13:10:52,2.231s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:52,2018-04-18 13:10:53,0.641s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:10:53,2018-04-18 13:10:55,1.653s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:55,2018-04-18 13:10:55,0.251s,PASSED
click,Firefox 59.0,,2018-04-18 13:10:55,2018-04-18 13:10:56,0.726s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:10:56,2018-04-18 13:10:56,0.209s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Search by Health Plan name,Firefox 59.0,,2018-04-18 13:10:56,2018-04-18 13:11:03,7.041s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:10:56,2018-04-18 13:10:59,2.615s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:10:59,2018-04-18 13:11:00,1.470s,PASSED
click,Firefox 59.0,,2018-04-18 13:11:00,2018-04-18 13:11:01,0.410s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:11:01,2018-04-18 13:11:02,1.689s,PASSED
click,Firefox 59.0,,2018-04-18 13:11:02,2018-04-18 13:11:03,0.537s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:11:03,2018-04-18 13:11:03,0.211s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Zip code and Radius,Firefox 59.0,,2018-04-18 13:11:03,2018-04-18 13:11:10,6.914s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:11:03,2018-04-18 13:11:06,2.567s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:11:06,2018-04-18 13:11:07,0.861s,PASSED
