Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Health Plan,Firefox 59.0,,2018-04-13 11:02:19,2018-04-13 11:04:04,1m - 45.034s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Gender,Firefox 59.0,,2018-04-13 11:02:19,2018-04-13 11:02:32,12.391s,FAILED
openBrowser,Firefox 59.0,,2018-04-13 11:02:20,2018-04-13 11:02:23,3.252s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 11:02:23,2018-04-13 11:02:24,1.339s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:24,2018-04-13 11:02:25,0.391s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 11:02:25,2018-04-13 11:02:26,1.224s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:26,2018-04-13 11:02:26,0.249s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:26,2018-04-13 11:02:26,0.233s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:26,2018-04-13 11:02:32,5.264s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:32,2018-04-13 11:02:32,0.176s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Language,Firefox 59.0,"Spanish,\nChinese,\nRussian",2018-04-13 11:02:32,2018-04-13 11:02:45,12.746s,FAILED
openBrowser,Firefox 59.0,,2018-04-13 11:02:32,2018-04-13 11:02:34,2.485s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 11:02:34,2018-04-13 11:02:35,1.081s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:35,2018-04-13 11:02:36,0.393s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 11:02:36,2018-04-13 11:02:37,1.438s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:37,2018-04-13 11:02:38,0.246s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 11:02:38,2018-04-13 11:02:39,1.563s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:39,2018-04-13 11:02:44,5.248s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:44,2018-04-13 11:02:45,0.151s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Wheelchair,Firefox 59.0,,2018-04-13 11:02:45,2018-04-13 11:02:56,11.024s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 11:02:45,2018-04-13 11:02:47,2.465s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 11:02:47,2018-04-13 11:02:48,1.025s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:48,2018-04-13 11:02:49,0.425s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 11:02:49,2018-04-13 11:02:50,1.068s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:50,2018-04-13 11:02:50,0.247s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:50,2018-04-13 11:02:50,0.226s,PASSED
click,Firefox 59.0,,2018-04-13 11:02:50,2018-04-13 11:02:55,5.265s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 11:02:55,2018-04-13 11:02:56,0.192s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Facilities Only,Firefox 59.0,,2018-04-13 11:02:56,2018-04-13 11:03:03,7.836s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 11:02:56,2018-04-13 11:02:58,2.272s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 11:02:58,2018-04-13 11:02:59,1.546s,PASSED
