Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Health Plan,Firefox 59.0,,2018-04-12 10:39:30,2018-04-12 10:41:08,1m - 38.177s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Gender,Firefox 59.0,,2018-04-12 10:39:30,2018-04-12 10:39:43,13.424s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 10:39:30,2018-04-12 10:39:33,3.150s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 10:39:33,2018-04-12 10:39:35,1.300s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:35,2018-04-12 10:39:35,0.396s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 10:39:35,2018-04-12 10:39:36,1.188s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:36,2018-04-12 10:39:37,0.248s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:37,2018-04-12 10:39:37,0.235s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:37,2018-04-12 10:39:37,0.680s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:37,2018-04-12 10:39:38,0.291s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:38,2018-04-12 10:39:38,0.232s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:38,2018-04-12 10:39:43,5.235s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 10:39:43,2018-04-12 10:39:43,0.200s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Language,Firefox 59.0,"Spanish,\nChinese,\nRussian",2018-04-12 10:39:43,2018-04-12 10:39:59,15.398s,FAILED
openBrowser,Firefox 59.0,,2018-04-12 10:39:44,2018-04-12 10:39:46,2.284s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 10:39:46,2018-04-12 10:39:47,1.023s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:47,2018-04-12 10:39:47,0.434s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 10:39:47,2018-04-12 10:39:49,1.316s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:49,2018-04-12 10:39:49,0.272s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 10:39:49,2018-04-12 10:39:50,1.555s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:50,2018-04-12 10:39:51,0.582s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:51,2018-04-12 10:39:51,0.266s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 10:39:51,2018-04-12 10:39:53,2.054s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:53,2018-04-12 10:39:59,5.262s,PASSED
click,Firefox 59.0,,2018-04-12 10:39:59,2018-04-12 10:39:59,0.187s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Wheelchair,Firefox 59.0,,2018-04-12 10:39:59,2018-04-12 10:40:05,6.525s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 10:39:59,2018-04-12 10:40:01,2.483s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 10:40:01,2018-04-12 10:40:03,1.080s,PASSED
click,Firefox 59.0,,2018-04-12 10:40:03,2018-04-12 10:40:03,0.355s,PASSED
