Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Health Plan,Firefox 59.0,,2018-04-13 13:52:43,2018-04-13 14:12:14,19m - 30.615s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Gender,Firefox 59.0,,2018-04-13 13:52:43,2018-04-13 13:54:48,2m - 4.491s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 13:52:44,2018-04-13 13:52:49,5.093s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 13:52:49,2018-04-13 13:52:52,3.084s,PASSED
click,Firefox 59.0,,2018-04-13 13:52:52,2018-04-13 13:52:54,2.541s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 13:52:54,2018-04-13 13:54:32,1m - 37.850s,PASSED
click,Firefox 59.0,,2018-04-13 13:54:32,2018-04-13 13:54:35,2.324s,PASSED
click,Firefox 59.0,,2018-04-13 13:54:35,2018-04-13 13:54:37,2.289s,PASSED
click,Firefox 59.0,,2018-04-13 13:54:37,2018-04-13 13:54:40,2.720s,PASSED
click,Firefox 59.0,,2018-04-13 13:54:40,2018-04-13 13:54:42,2.312s,PASSED
click,Firefox 59.0,,2018-04-13 13:54:42,2018-04-13 13:54:44,2.281s,PASSED
click,Firefox 59.0,,2018-04-13 13:54:44,2018-04-13 13:54:47,2.529s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 13:54:47,2018-04-13 13:54:48,1.202s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Language,Firefox 59.0,"Spanish,\nChinese,\nRussian",2018-04-13 13:54:48,2018-04-13 14:02:03,7m - 15.527s,FAILED
openBrowser,Firefox 59.0,,2018-04-13 13:54:48,2018-04-13 13:54:52,4.316s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 13:54:52,2018-04-13 13:54:55,2.610s,PASSED
click,Firefox 59.0,,2018-04-13 13:54:55,2018-04-13 13:54:57,2.471s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 13:54:57,2018-04-13 13:56:35,1m - 37.661s,PASSED
click,Firefox 59.0,,2018-04-13 13:56:35,2018-04-13 13:56:37,2.329s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 13:56:37,2018-04-13 13:59:10,2m - 32.676s,PASSED
click,Firefox 59.0,,2018-04-13 13:59:10,2018-04-13 13:59:13,2.835s,PASSED
click,Firefox 59.0,,2018-04-13 13:59:13,2018-04-13 13:59:15,2.249s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 13:59:15,2018-04-13 14:01:53,2m - 37.824s,PASSED
click,Firefox 59.0,,2018-04-13 14:01:53,2018-04-13 14:02:00,7.253s,PASSED
click,Firefox 59.0,,2018-04-13 14:02:00,2018-04-13 14:02:03,3.178s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Wheelchair,Firefox 59.0,,2018-04-13 14:02:03,2018-04-13 14:03:58,1m - 54.774s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 14:02:04,2018-04-13 14:02:09,5.415s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 14:02:09,2018-04-13 14:02:11,2.375s,PASSED
click,Firefox 59.0,,2018-04-13 14:02:11,2018-04-13 14:02:14,2.350s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 14:02:14,2018-04-13 14:03:50,1m - 36.115s,PASSED
click,Firefox 59.0,,2018-04-13 14:03:50,2018-04-13 14:03:52,2.263s,PASSED
click,Firefox 59.0,,2018-04-13 14:03:52,2018-04-13 14:03:54,2.237s,PASSED
click,Firefox 59.0,,2018-04-13 14:03:54,2018-04-13 14:03:57,2.716s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 14:03:57,2018-04-13 14:03:58,1.151s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Facilities Only,Firefox 59.0,,2018-04-13 14:03:58,2018-04-13 14:05:50,1m - 52.051s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 14:03:58,2018-04-13 14:04:03,4.255s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 14:04:03,2018-04-13 14:04:06,2.991s,PASSED
click,Firefox 59.0,,2018-04-13 14:04:06,2018-04-13 14:04:08,2.400s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 14:04:08,2018-04-13 14:05:44,1m - 36.091s,PASSED
click,Firefox 59.0,,2018-04-13 14:05:44,2018-04-13 14:05:46,2.240s,PASSED
click,Firefox 59.0,,2018-04-13 14:05:46,2018-04-13 14:05:49,2.789s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 14:05:49,2018-04-13 14:05:50,1.152s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Providers Only,Firefox 59.0,,2018-04-13 14:05:50,2018-04-13 14:07:42,1m - 51.807s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 14:05:50,2018-04-13 14:05:55,4.250s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 14:05:55,2018-04-13 14:05:58,2.862s,PASSED
click,Firefox 59.0,,2018-04-13 14:05:58,2018-04-13 14:06:00,2.428s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 14:06:00,2018-04-13 14:07:36,1m - 36.090s,PASSED
click,Firefox 59.0,,2018-04-13 14:07:36,2018-04-13 14:07:38,2.241s,PASSED
click,Firefox 59.0,,2018-04-13 14:07:38,2018-04-13 14:07:41,2.635s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 14:07:41,2018-04-13 14:07:42,1.159s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Search by Health Plan name,Firefox 59.0,,2018-04-13 14:07:42,2018-04-13 14:09:32,1m - 50.316s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 14:07:42,2018-04-13 14:07:47,4.752s,PASSED
