Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Provider or Facility,Firefox 59.0,,2018-04-13 11:04:55,2018-04-13 11:06:56,2m - 0.922s,FAILED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Gender,Firefox 59.0,,2018-04-13 11:04:55,2018-04-13 11:05:13,17.408s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 11:04:56,2018-04-13 11:04:59,3.192s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 11:04:59,2018-04-13 11:05:01,1.863s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:01,2018-04-13 11:05:02,1.279s,PASSED
setText,Firefox 59.0,,2018-04-13 11:05:02,2018-04-13 11:05:02,0.128s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:02,2018-04-13 11:05:02,0.277s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:02,2018-04-13 11:05:03,0.241s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:03,2018-04-13 11:05:09,6.964s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:09,2018-04-13 11:05:10,0.291s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:10,2018-04-13 11:05:10,0.248s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:10,2018-04-13 11:05:12,2.416s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 11:05:12,2018-04-13 11:05:13,0.219s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Language,Firefox 59.0,,2018-04-13 11:05:13,2018-04-13 11:05:40,27.019s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 11:05:13,2018-04-13 11:05:15,2.318s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 11:05:15,2018-04-13 11:05:17,2.265s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:17,2018-04-13 11:05:19,1.459s,PASSED
setText,Firefox 59.0,,2018-04-13 11:05:19,2018-04-13 11:05:19,0.057s,PASSED
rightClick,Firefox 59.0,,2018-04-13 11:05:19,2018-04-13 11:05:19,0.190s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:19,2018-04-13 11:05:19,0.257s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 11:05:19,2018-04-13 11:05:21,1.728s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:21,2018-04-13 11:05:26,5.252s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:26,2018-04-13 11:05:27,0.277s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 11:05:27,2018-04-13 11:05:28,1.733s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:28,2018-04-13 11:05:33,4.559s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:33,2018-04-13 11:05:33,0.268s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 11:05:33,2018-04-13 11:05:35,2.053s,PASSED
click,Firefox 59.0,,2018-04-13 11:05:35,2018-04-13 11:05:40,4.309s,PASSED
