Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Health Plan,Firefox 59.0,,2018-04-17 09:16:34,2018-04-17 09:18:22,1m - 47.551s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Gender,Firefox 59.0,,2018-04-17 09:16:34,2018-04-17 09:16:49,14.606s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:16:35,2018-04-17 09:16:38,3.409s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:16:38,2018-04-17 09:16:39,1.416s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:39,2018-04-17 09:16:40,0.435s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:16:40,2018-04-17 09:16:42,1.839s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:42,2018-04-17 09:16:42,0.263s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:42,2018-04-17 09:16:42,0.263s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:42,2018-04-17 09:16:43,0.625s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:43,2018-04-17 09:16:43,0.281s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:43,2018-04-17 09:16:43,0.265s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:43,2018-04-17 09:16:49,5.271s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:16:49,2018-04-17 09:16:49,0.228s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Language,Firefox 59.0,"Spanish,\nChinese,\nRussian",2018-04-17 09:16:49,2018-04-17 09:17:07,17.999s,FAILED
openBrowser,Firefox 59.0,,2018-04-17 09:16:49,2018-04-17 09:16:52,2.580s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:16:52,2018-04-17 09:16:53,1.212s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:53,2018-04-17 09:16:53,0.391s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:16:53,2018-04-17 09:16:55,1.733s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:55,2018-04-17 09:16:55,0.259s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:16:55,2018-04-17 09:16:58,2.603s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:58,2018-04-17 09:16:58,0.509s,PASSED
click,Firefox 59.0,,2018-04-17 09:16:58,2018-04-17 09:16:59,0.282s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:16:59,2018-04-17 09:17:02,2.853s,PASSED
click,Firefox 59.0,,2018-04-17 09:17:02,2018-04-17 09:17:07,5.277s,PASSED
click,Firefox 59.0,,2018-04-17 09:17:07,2018-04-17 09:17:07,0.192s,FAILED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Wheelchair,Firefox 59.0,,2018-04-17 09:17:07,2018-04-17 09:17:14,7.107s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:17:07,2018-04-17 09:17:10,2.705s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:17:10,2018-04-17 09:17:11,0.984s,PASSED
click,Firefox 59.0,,2018-04-17 09:17:11,2018-04-17 09:17:11,0.347s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:17:11,2018-04-17 09:17:13,1.692s,PASSED
click,Firefox 59.0,,2018-04-17 09:17:13,2018-04-17 09:17:13,0.252s,PASSED
click,Firefox 59.0,,2018-04-17 09:17:13,2018-04-17 09:17:13,0.247s,PASSED
click,Firefox 59.0,,2018-04-17 09:17:13,2018-04-17 09:17:14,0.602s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:17:14,2018-04-17 09:17:14,0.178s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Facilities Only,Firefox 59.0,,2018-04-17 09:17:14,2018-04-17 09:17:21,6.914s,PASSED
