Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Health Plan,Firefox 59.0,,2018-04-17 11:27:55,2018-04-17 11:28:55,1m - 0.345s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Gender,Firefox 59.0,,2018-04-17 11:27:55,2018-04-17 11:28:04,9.364s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:27:55,2018-04-17 11:27:59,3.429s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:27:59,2018-04-17 11:28:00,1.143s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:00,2018-04-17 11:28:00,0.443s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:28:00,2018-04-17 11:28:02,1.849s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:02,2018-04-17 11:28:02,0.263s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:02,2018-04-17 11:28:03,0.249s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:03,2018-04-17 11:28:03,0.590s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:03,2018-04-17 11:28:04,0.269s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:04,2018-04-17 11:28:04,0.243s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:04,2018-04-17 11:28:04,0.469s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:28:04,2018-04-17 11:28:04,0.177s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Language,Firefox 59.0,"Spanish,\nChinese,\nRussian",2018-04-17 11:28:04,2018-04-17 11:28:21,16.394s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:28:05,2018-04-17 11:28:07,2.509s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:28:07,2018-04-17 11:28:08,1.027s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:08,2018-04-17 11:28:08,0.374s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:28:08,2018-04-17 11:28:10,1.725s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:10,2018-04-17 11:28:10,0.254s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:28:10,2018-04-17 11:28:13,2.511s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:13,2018-04-17 11:28:13,0.487s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:13,2018-04-17 11:28:14,0.260s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:28:14,2018-04-17 11:28:17,2.815s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:17,2018-04-17 11:28:17,0.461s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:17,2018-04-17 11:28:17,0.263s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:28:17,2018-04-17 11:28:20,2.780s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:20,2018-04-17 11:28:21,0.601s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:28:21,2018-04-17 11:28:21,0.211s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Advanced Search - Wheelchair,Firefox 59.0,,2018-04-17 11:28:21,2018-04-17 11:28:28,7.110s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:28:21,2018-04-17 11:28:24,2.581s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:28:24,2018-04-17 11:28:25,1.044s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:25,2018-04-17 11:28:25,0.360s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:28:25,2018-04-17 11:28:27,1.657s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:27,2018-04-17 11:28:27,0.255s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:27,2018-04-17 11:28:27,0.250s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:27,2018-04-17 11:28:28,0.662s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:28:28,2018-04-17 11:28:28,0.207s,PASSED
,,,,,,
Test Cases/Search by Health Plan/HP_Facilities Only,Firefox 59.0,,2018-04-17 11:28:28,2018-04-17 11:28:35,6.825s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:28:28,2018-04-17 11:28:31,2.542s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:28:31,2018-04-17 11:28:32,1.030s,PASSED
click,Firefox 59.0,,2018-04-17 11:28:32,2018-04-17 11:28:32,0.413s,PASSED
