Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Health Plans and their Products,Firefox 59.0,,2018-04-13 10:45:20,2018-04-13 10:58:18,12m - 58.371s,FAILED
,,,,,,
Test Cases/Health Plans and their Products/Aetna,Firefox 59.0,,2018-04-13 10:45:20,2018-04-13 10:45:35,14.325s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:45:21,2018-04-13 10:45:24,3.340s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:45:24,2018-04-13 10:45:26,2.302s,PASSED
click,Firefox 59.0,,2018-04-13 10:45:26,2018-04-13 10:45:27,1.057s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:27,2018-04-13 10:45:29,1.225s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:29,2018-04-13 10:45:29,0.408s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:29,2018-04-13 10:45:29,0.417s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:29,2018-04-13 10:45:30,0.441s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:30,2018-04-13 10:45:30,0.435s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:30,2018-04-13 10:45:31,0.652s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:31,2018-04-13 10:45:31,0.504s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:31,2018-04-13 10:45:32,0.513s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:32,2018-04-13 10:45:32,0.479s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:32,2018-04-13 10:45:33,0.501s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:33,2018-04-13 10:45:33,0.506s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:33,2018-04-13 10:45:34,0.519s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:34,2018-04-13 10:45:34,0.504s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:45:34,2018-04-13 10:45:35,0.223s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Affinity,Firefox 59.0,,2018-04-13 10:45:35,2018-04-13 10:45:43,8.784s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:45:35,2018-04-13 10:45:37,2.307s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:45:37,2018-04-13 10:45:39,1.997s,PASSED
click,Firefox 59.0,,2018-04-13 10:45:39,2018-04-13 10:45:40,1.059s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:40,2018-04-13 10:45:41,1.162s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:41,2018-04-13 10:45:42,0.407s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:42,2018-04-13 10:45:42,0.384s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:42,2018-04-13 10:45:43,0.397s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:43,2018-04-13 10:45:43,0.367s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:43,2018-04-13 10:45:43,0.384s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:45:43,2018-04-13 10:45:43,0.173s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Agewell New York LLC,Firefox 59.0,,2018-04-13 10:45:43,2018-04-13 10:45:51,7.114s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:45:44,2018-04-13 10:45:46,2.325s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:45:46,2018-04-13 10:45:48,1.654s,PASSED
click,Firefox 59.0,,2018-04-13 10:45:48,2018-04-13 10:45:49,1.064s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:49,2018-04-13 10:45:50,1.132s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:50,2018-04-13 10:45:50,0.329s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:50,2018-04-13 10:45:50,0.313s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:45:50,2018-04-13 10:45:51,0.183s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Alpha Care of New York Inc,Firefox 59.0,,2018-04-13 10:45:51,2018-04-13 10:45:58,7.017s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:45:51,2018-04-13 10:45:53,2.308s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:45:53,2018-04-13 10:45:55,1.963s,PASSED
click,Firefox 59.0,,2018-04-13 10:45:55,2018-04-13 10:45:56,0.834s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:56,2018-04-13 10:45:57,1.278s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:45:57,2018-04-13 10:45:57,0.348s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:45:57,2018-04-13 10:45:58,0.180s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Ameritas,Firefox 59.0,,2018-04-13 10:45:58,2018-04-13 10:46:07,9.656s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:45:58,2018-04-13 10:46:01,2.788s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:46:01,2018-04-13 10:46:02,1.889s,PASSED
click,Firefox 59.0,,2018-04-13 10:46:02,2018-04-13 10:46:03,0.885s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:03,2018-04-13 10:46:04,1.043s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:04,2018-04-13 10:46:05,0.389s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:05,2018-04-13 10:46:05,0.387s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:05,2018-04-13 10:46:05,0.380s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:05,2018-04-13 10:46:06,0.380s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:06,2018-04-13 10:46:06,0.416s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:06,2018-04-13 10:46:07,0.389s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:07,2018-04-13 10:46:07,0.404s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:46:07,2018-04-13 10:46:07,0.180s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/AmidaCare,Firefox 59.0,,2018-04-13 10:46:07,2018-04-13 10:46:15,7.435s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:46:07,2018-04-13 10:46:10,2.315s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:46:10,2018-04-13 10:46:12,1.824s,PASSED
click,Firefox 59.0,,2018-04-13 10:46:12,2018-04-13 10:46:13,1.185s,PASSED
click,Firefox 59.0,,2018-04-13 10:46:13,2018-04-13 10:46:13,0.247s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:13,2018-04-13 10:46:14,1.173s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:14,2018-04-13 10:46:15,0.385s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:46:15,2018-04-13 10:46:15,0.181s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/ArchCare,Firefox 59.0,,2018-04-13 10:46:15,2018-04-13 10:46:22,6.988s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:46:15,2018-04-13 10:46:17,2.334s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:46:17,2018-04-13 10:46:19,1.732s,PASSED
click,Firefox 59.0,,2018-04-13 10:46:19,2018-04-13 10:46:20,0.925s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:20,2018-04-13 10:46:21,1.042s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:21,2018-04-13 10:46:21,0.331s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:21,2018-04-13 10:46:22,0.334s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:46:22,2018-04-13 10:46:22,0.177s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Axa Equitable,Firefox 59.0,,2018-04-13 10:46:22,2018-04-13 10:46:29,7.717s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:46:22,2018-04-13 10:46:25,2.791s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:46:25,2018-04-13 10:46:27,2.040s,PASSED
click,Firefox 59.0,,2018-04-13 10:46:27,2018-04-13 10:46:27,0.827s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:27,2018-04-13 10:46:29,1.104s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:29,2018-04-13 10:46:29,0.339s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:29,2018-04-13 10:46:29,0.323s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 10:46:29,2018-04-13 10:46:29,0.179s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Blue Cross Blue Shield,Firefox 59.0,,2018-04-13 10:46:29,2018-04-13 10:46:41,11.485s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 10:46:30,2018-04-13 10:46:32,2.758s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 10:46:32,2018-04-13 10:46:34,2.074s,PASSED
click,Firefox 59.0,,2018-04-13 10:46:34,2018-04-13 10:46:35,0.825s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:35,2018-04-13 10:46:36,1.050s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:36,2018-04-13 10:46:37,0.385s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:37,2018-04-13 10:46:37,0.373s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:37,2018-04-13 10:46:37,0.487s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:37,2018-04-13 10:46:38,0.413s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:38,2018-04-13 10:46:38,0.479s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:38,2018-04-13 10:46:39,0.397s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:39,2018-04-13 10:46:39,0.518s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:39,2018-04-13 10:46:40,0.524s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-13 10:46:40,2018-04-13 10:46:40,0.465s,PASSED
