Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Health Plans and their Products,Firefox 59.0,,2018-04-17 09:23:28,2018-04-17 09:40:23,16m - 54.327s,FAILED
,,,,,,
Test Cases/Health Plans and their Products/Aetna,Firefox 59.0,,2018-04-17 09:23:29,2018-04-17 09:23:48,19.963s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:23:29,2018-04-17 09:23:33,4.012s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:23:33,2018-04-17 09:23:37,3.857s,PASSED
click,Firefox 59.0,,2018-04-17 09:23:37,2018-04-17 09:23:38,1.035s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:38,2018-04-17 09:23:40,1.972s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:40,2018-04-17 09:23:40,0.651s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:40,2018-04-17 09:23:41,0.626s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:41,2018-04-17 09:23:42,0.624s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:42,2018-04-17 09:23:42,0.649s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:42,2018-04-17 09:23:43,0.689s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:43,2018-04-17 09:23:44,0.757s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:44,2018-04-17 09:23:44,0.734s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:44,2018-04-17 09:23:45,0.799s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:45,2018-04-17 09:23:46,0.729s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:46,2018-04-17 09:23:47,0.730s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:47,2018-04-17 09:23:47,0.819s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:47,2018-04-17 09:23:48,0.778s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:23:48,2018-04-17 09:23:48,0.225s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Affinity,Firefox 59.0,,2018-04-17 09:23:48,2018-04-17 09:24:01,12.804s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:23:49,2018-04-17 09:23:52,3.012s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:23:52,2018-04-17 09:23:56,3.819s,PASSED
click,Firefox 59.0,,2018-04-17 09:23:56,2018-04-17 09:23:57,1.101s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:57,2018-04-17 09:23:58,1.791s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:58,2018-04-17 09:23:59,0.511s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:59,2018-04-17 09:23:59,0.544s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:23:59,2018-04-17 09:24:00,0.556s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:00,2018-04-17 09:24:01,0.529s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:01,2018-04-17 09:24:01,0.516s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:24:01,2018-04-17 09:24:01,0.206s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Agewell New York LLC,Firefox 59.0,,2018-04-17 09:24:01,2018-04-17 09:24:11,9.919s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:24:01,2018-04-17 09:24:04,2.996s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:24:04,2018-04-17 09:24:08,3.101s,PASSED
click,Firefox 59.0,,2018-04-17 09:24:08,2018-04-17 09:24:08,0.882s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:08,2018-04-17 09:24:10,1.708s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:10,2018-04-17 09:24:11,0.418s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:11,2018-04-17 09:24:11,0.475s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:24:11,2018-04-17 09:24:11,0.210s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Alpha Care of New York Inc,Firefox 59.0,,2018-04-17 09:24:11,2018-04-17 09:24:21,9.611s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:24:11,2018-04-17 09:24:14,3.027s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:24:14,2018-04-17 09:24:18,3.202s,PASSED
click,Firefox 59.0,,2018-04-17 09:24:18,2018-04-17 09:24:18,0.873s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:18,2018-04-17 09:24:20,1.754s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:20,2018-04-17 09:24:21,0.409s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:24:21,2018-04-17 09:24:21,0.237s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Ameritas,Firefox 59.0,,2018-04-17 09:24:21,2018-04-17 09:24:35,13.659s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:24:21,2018-04-17 09:24:24,3.069s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:24:24,2018-04-17 09:24:28,3.499s,PASSED
click,Firefox 59.0,,2018-04-17 09:24:28,2018-04-17 09:24:28,0.833s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:28,2018-04-17 09:24:30,1.763s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:30,2018-04-17 09:24:31,0.577s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:31,2018-04-17 09:24:31,0.543s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:31,2018-04-17 09:24:32,0.547s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:32,2018-04-17 09:24:32,0.581s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:32,2018-04-17 09:24:33,0.605s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:33,2018-04-17 09:24:34,0.612s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:34,2018-04-17 09:24:34,0.605s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:24:34,2018-04-17 09:24:35,0.274s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/AmidaCare,Firefox 59.0,,2018-04-17 09:24:35,2018-04-17 09:24:43,8.466s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:24:35,2018-04-17 09:24:38,3.073s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:24:38,2018-04-17 09:24:39,1.667s,PASSED
click,Firefox 59.0,,2018-04-17 09:24:39,2018-04-17 09:24:40,0.867s,PASSED
click,Firefox 59.0,,2018-04-17 09:24:40,2018-04-17 09:24:40,0.262s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:40,2018-04-17 09:24:42,1.767s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:24:42,2018-04-17 09:24:43,0.460s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:24:43,2018-04-17 09:24:43,0.245s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/ArchCare,Firefox 59.0,,2018-04-17 09:24:43,2018-04-17 09:24:52,8.847s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:24:43,2018-04-17 09:24:46,3.048s,PASSED
