Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Health Plans and their Products,Firefox 59.0,,2018-04-12 11:41:42,2018-04-12 11:52:58,11m - 16.138s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Aetna,Firefox 59.0,,2018-04-12 11:41:42,2018-04-12 11:41:56,14.203s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:41:42,2018-04-12 11:41:45,3.152s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:41:45,2018-04-12 11:41:47,1.803s,PASSED
click,Firefox 59.0,,2018-04-12 11:41:47,2018-04-12 11:41:48,0.987s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:48,2018-04-12 11:41:49,1.175s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:49,2018-04-12 11:41:50,0.421s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:50,2018-04-12 11:41:50,0.577s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:50,2018-04-12 11:41:51,0.450s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:51,2018-04-12 11:41:51,0.447s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:51,2018-04-12 11:41:52,0.469s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:52,2018-04-12 11:41:52,0.591s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:52,2018-04-12 11:41:53,0.527s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:53,2018-04-12 11:41:54,0.783s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:54,2018-04-12 11:41:54,0.503s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:54,2018-04-12 11:41:55,0.534s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:55,2018-04-12 11:41:56,0.782s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:41:56,2018-04-12 11:41:56,0.535s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:41:56,2018-04-12 11:41:56,0.197s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Affinity,Firefox 59.0,,2018-04-12 11:41:56,2018-04-12 11:42:05,8.296s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:41:56,2018-04-12 11:41:59,2.267s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:41:59,2018-04-12 11:42:00,1.650s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:00,2018-04-12 11:42:01,0.996s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:01,2018-04-12 11:42:02,1.142s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:02,2018-04-12 11:42:03,0.421s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:03,2018-04-12 11:42:03,0.360s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:03,2018-04-12 11:42:04,0.371s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:04,2018-04-12 11:42:04,0.364s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:04,2018-04-12 11:42:04,0.381s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:42:04,2018-04-12 11:42:05,0.188s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Agewell New York LLC,Firefox 59.0,,2018-04-12 11:42:05,2018-04-12 11:42:12,7.397s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:42:05,2018-04-12 11:42:07,2.757s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:42:07,2018-04-12 11:42:09,1.778s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:09,2018-04-12 11:42:10,0.837s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:10,2018-04-12 11:42:11,1.023s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:11,2018-04-12 11:42:11,0.312s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:11,2018-04-12 11:42:12,0.336s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:42:12,2018-04-12 11:42:12,0.211s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Alpha Care of New York Inc,Firefox 59.0,,2018-04-12 11:42:12,2018-04-12 11:42:19,6.772s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:42:12,2018-04-12 11:42:14,2.289s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:42:14,2018-04-12 11:42:16,1.605s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:16,2018-04-12 11:42:17,1.006s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:17,2018-04-12 11:42:18,1.117s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:18,2018-04-12 11:42:19,0.400s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:42:19,2018-04-12 11:42:19,0.230s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Ameritas,Firefox 59.0,,2018-04-12 11:42:19,2018-04-12 11:42:28,9.381s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:42:19,2018-04-12 11:42:21,2.257s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:42:21,2018-04-12 11:42:23,1.661s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:23,2018-04-12 11:42:24,1.047s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:24,2018-04-12 11:42:25,1.334s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:25,2018-04-12 11:42:26,0.371s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:26,2018-04-12 11:42:26,0.372s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:26,2018-04-12 11:42:26,0.371s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:26,2018-04-12 11:42:27,0.395s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:27,2018-04-12 11:42:27,0.405s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:27,2018-04-12 11:42:28,0.381s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:28,2018-04-12 11:42:28,0.421s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:42:28,2018-04-12 11:42:28,0.179s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/AmidaCare,Firefox 59.0,,2018-04-12 11:42:28,2018-04-12 11:42:35,7.155s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:42:28,2018-04-12 11:42:31,2.273s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:42:31,2018-04-12 11:42:32,1.818s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:32,2018-04-12 11:42:33,0.966s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:33,2018-04-12 11:42:34,0.239s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:34,2018-04-12 11:42:35,1.155s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:35,2018-04-12 11:42:35,0.322s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:42:35,2018-04-12 11:42:35,0.240s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/ArchCare,Firefox 59.0,,2018-04-12 11:42:35,2018-04-12 11:42:42,6.977s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:42:35,2018-04-12 11:42:38,2.293s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:42:38,2018-04-12 11:42:40,1.800s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:40,2018-04-12 11:42:40,0.876s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:40,2018-04-12 11:42:41,1.032s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:41,2018-04-12 11:42:42,0.305s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:42,2018-04-12 11:42:42,0.334s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:42:42,2018-04-12 11:42:42,0.209s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Axa Equitable,Firefox 59.0,,2018-04-12 11:42:42,2018-04-12 11:42:49,7.117s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:42:42,2018-04-12 11:42:45,2.313s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:42:45,2018-04-12 11:42:47,1.818s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:47,2018-04-12 11:42:47,0.904s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:47,2018-04-12 11:42:48,1.062s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:48,2018-04-12 11:42:49,0.304s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:49,2018-04-12 11:42:49,0.327s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:42:49,2018-04-12 11:42:49,0.257s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Blue Cross Blue Shield,Firefox 59.0,,2018-04-12 11:42:49,2018-04-12 11:43:01,11.582s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:42:50,2018-04-12 11:42:52,2.301s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:42:52,2018-04-12 11:42:54,1.643s,PASSED
click,Firefox 59.0,,2018-04-12 11:42:54,2018-04-12 11:42:55,1.029s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:55,2018-04-12 11:42:56,1.088s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:56,2018-04-12 11:42:56,0.374s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:56,2018-04-12 11:42:56,0.376s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:56,2018-04-12 11:42:57,0.426s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:57,2018-04-12 11:42:58,0.768s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:58,2018-04-12 11:42:58,0.563s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:58,2018-04-12 11:42:59,0.488s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:59,2018-04-12 11:42:59,0.544s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:42:59,2018-04-12 11:43:00,0.552s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:00,2018-04-12 11:43:00,0.509s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:00,2018-04-12 11:43:01,0.488s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:43:01,2018-04-12 11:43:01,0.187s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Capital District,Firefox 59.0,,2018-04-12 11:43:01,2018-04-12 11:43:10,8.648s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:43:01,2018-04-12 11:43:03,2.247s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:43:03,2018-04-12 11:43:05,1.852s,PASSED
click,Firefox 59.0,,2018-04-12 11:43:05,2018-04-12 11:43:06,0.894s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:06,2018-04-12 11:43:07,1.075s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:07,2018-04-12 11:43:08,0.368s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:08,2018-04-12 11:43:08,0.339s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:08,2018-04-12 11:43:08,0.393s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:08,2018-04-12 11:43:09,0.380s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:09,2018-04-12 11:43:09,0.391s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:09,2018-04-12 11:43:09,0.411s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:43:09,2018-04-12 11:43:10,0.175s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Catholic Health,Firefox 59.0,,2018-04-12 11:43:10,2018-04-12 11:43:16,6.697s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:43:10,2018-04-12 11:43:12,2.308s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:43:12,2018-04-12 11:43:14,1.733s,PASSED
click,Firefox 59.0,,2018-04-12 11:43:14,2018-04-12 11:43:15,0.945s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:15,2018-04-12 11:43:16,1.083s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:16,2018-04-12 11:43:16,0.340s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:43:16,2018-04-12 11:43:16,0.180s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Centerlight Health,Firefox 59.0,,2018-04-12 11:43:16,2018-04-12 11:43:23,6.519s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:43:16,2018-04-12 11:43:19,2.240s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:43:19,2018-04-12 11:43:20,1.609s,PASSED
click,Firefox 59.0,,2018-04-12 11:43:20,2018-04-12 11:43:21,1.018s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:21,2018-04-12 11:43:22,1.069s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-12 11:43:22,2018-04-12 11:43:23,0.296s,PASSED
closeBrowser,Firefox 59.0,,2018-04-12 11:43:23,2018-04-12 11:43:23,0.171s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Centers Plan for Healthy living,Firefox 59.0,,2018-04-12 11:43:23,2018-04-12 11:43:31,8.217s,PASSED
openBrowser,Firefox 59.0,,2018-04-12 11:43:23,2018-04-12 11:43:25,2.246s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-12 11:43:25,2018-04-12 11:43:27,1.795s,PASSED
