Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Provider or Facility,Firefox 59.0,,2018-04-17 09:51:46,2018-04-17 09:53:25,1m - 38.854s,FAILED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Gender,Firefox 59.0,,2018-04-17 09:51:47,2018-04-17 09:51:55,8.181s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:51:47,2018-04-17 09:51:50,3.428s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:51:50,2018-04-17 09:51:52,1.349s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:52,2018-04-17 09:51:52,0.457s,PASSED
setText,Firefox 59.0,,2018-04-17 09:51:52,2018-04-17 09:51:52,0.110s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:52,2018-04-17 09:51:52,0.272s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:52,2018-04-17 09:51:53,0.255s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:53,2018-04-17 09:51:53,0.725s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:53,2018-04-17 09:51:54,0.282s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:54,2018-04-17 09:51:54,0.243s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:54,2018-04-17 09:51:55,0.549s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:51:55,2018-04-17 09:51:55,0.208s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Language,Firefox 59.0,,2018-04-17 09:51:55,2018-04-17 09:52:16,21.670s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:51:55,2018-04-17 09:51:57,2.585s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:51:57,2018-04-17 09:51:59,1.878s,PASSED
click,Firefox 59.0,,2018-04-17 09:51:59,2018-04-17 09:52:00,0.933s,PASSED
setText,Firefox 59.0,,2018-04-17 09:52:00,2018-04-17 09:52:00,0.087s,PASSED
rightClick,Firefox 59.0,,2018-04-17 09:52:00,2018-04-17 09:52:01,0.204s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:01,2018-04-17 09:52:01,0.282s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:52:01,2018-04-17 09:52:03,2.605s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:03,2018-04-17 09:52:06,2.527s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:06,2018-04-17 09:52:06,0.308s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:52:06,2018-04-17 09:52:09,2.931s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:09,2018-04-17 09:52:11,2.035s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:11,2018-04-17 09:52:12,0.301s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:52:12,2018-04-17 09:52:14,2.827s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:14,2018-04-17 09:52:16,1.825s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:52:16,2018-04-17 09:52:16,0.223s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Participating Heath Plan,Firefox 59.0,,2018-04-17 09:52:16,2018-04-17 09:52:26,9.475s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:52:16,2018-04-17 09:52:19,2.591s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:52:19,2018-04-17 09:52:21,2.019s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:21,2018-04-17 09:52:22,0.982s,PASSED
setText,Firefox 59.0,,2018-04-17 09:52:22,2018-04-17 09:52:22,0.075s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:22,2018-04-17 09:52:22,0.270s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 09:52:22,2018-04-17 09:52:24,1.695s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:24,2018-04-17 09:52:26,1.550s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:52:26,2018-04-17 09:52:26,0.206s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Wheelchair,Firefox 59.0,,2018-04-17 09:52:26,2018-04-17 09:52:34,8.225s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:52:26,2018-04-17 09:52:29,2.559s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:52:29,2018-04-17 09:52:30,1.796s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:30,2018-04-17 09:52:31,0.838s,PASSED
setText,Firefox 59.0,,2018-04-17 09:52:31,2018-04-17 09:52:31,0.083s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:31,2018-04-17 09:52:31,0.274s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:31,2018-04-17 09:52:32,0.242s,PASSED
click,Firefox 59.0,,2018-04-17 09:52:32,2018-04-17 09:52:34,2.165s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 09:52:34,2018-04-17 09:52:34,0.186s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Last Name,Firefox 59.0,,2018-04-17 09:52:34,2018-04-17 09:53:08,34.178s,FAILED
openBrowser,Firefox 59.0,,2018-04-17 09:52:34,2018-04-17 09:52:37,2.573s,PASSED
setText,Firefox 59.0,,2018-04-17 09:52:37,2018-04-17 09:53:08,31.513s,FAILED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Primary Care Providers Only,Firefox 59.0,,2018-04-17 09:53:08,2018-04-17 09:53:17,8.426s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 09:53:08,2018-04-17 09:53:11,2.690s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 09:53:11,2018-04-17 09:53:13,1.871s,PASSED
click,Firefox 59.0,,2018-04-17 09:53:13,2018-04-17 09:53:14,0.974s,PASSED
click,Firefox 59.0,,2018-04-17 09:53:14,2018-04-17 09:53:14,0.259s,PASSED
